pickup	dropoff	passengers	distance	fare	tip	tolls	total	color	payment	pickup_zone	dropoff_zone	pickup_borough	dropoff_borough
3/15/2019 9:31	3/15/2019 9:48	1	1.45	11.5	2.96	0	17.76	yellow	credit card	Battery Park City	Financial District North	Manhattan	Manhattan
3/23/2019 15:54	3/23/2019 16:44	1	18.7	52	12.2	5.76	73.26	yellow	credit card	JFK Airport	Clinton East	Queens	Manhattan
3/23/2019 20:58	3/23/2019 21:21	2	5.7	20.5	0	0	24.3	yellow	cash	Lincoln Square East	Jackson Heights	Manhattan	Queens
3/12/2019 8:39	3/12/2019 9:08	1	3.6	19	4.45	0	26.75	yellow	credit card	Lincoln Square East	Union Sq	Manhattan	Manhattan
3/16/2019 10:12	3/16/2019 10:22	1	1.5	8.5	2.36	0	14.16	yellow	credit card	Flatiron	Stuy Town/Peter Cooper Village	Manhattan	Manhattan
3/9/2019 16:59	3/9/2019 17:24	2	4.44	19	4.46	0	26.76	yellow	credit card	Penn Station/Madison Sq West	Morningside Heights	Manhattan	Manhattan
3/23/2019 10:18	3/23/2019 10:22	1	0.69	5	0.7	0	9	yellow	credit card	Gramercy	Union Sq	Manhattan	Manhattan
3/14/2019 23:09	3/14/2019 23:17	2	1.4	8	0	0	11.8	yellow	cash	Upper East Side South	Midtown Center	Manhattan	Manhattan
3/5/2019 10:10	3/5/2019 10:19	1	1.26	7.5	0	0	10.8	yellow	cash	Union Sq	Garment District	Manhattan	Manhattan
3/31/2019 15:32	3/31/2019 15:51	2	5.33	18.5	4.36	0	26.16	yellow	credit card	World Trade Center	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/15/2019 22:25	3/15/2019 22:33	1	2.33	8.5	1.84	0	14.14	yellow	credit card	Midtown North	East Harlem South	Manhattan	Manhattan
3/5/2019 18:25	3/5/2019 18:30	1	0.62	5	1.86	0	11.16	yellow	credit card	Upper West Side South	Upper West Side South	Manhattan	Manhattan
3/10/2019 15:40	3/10/2019 15:57	0	1.9	12	0	0	15.3	yellow	cash	Penn Station/Madison Sq West	UN/Turtle Bay South	Manhattan	Manhattan
3/8/2019 23:00	3/8/2019 23:24	1	3.22	16	3.96	0	23.76	yellow	credit card	Midtown Center	SoHo	Manhattan	Manhattan
3/22/2019 19:08	3/22/2019 19:27	1	5.92	20	1.2	5.76	31.26	yellow	credit card	Yorkville East	Greenpoint	Manhattan	Brooklyn
3/14/2019 17:25	3/14/2019 17:31	2	0.46	5.5	0	0	9.8	yellow	cash	Union Sq	Gramercy	Manhattan	Manhattan
3/10/2019 15:23	3/10/2019 15:27	1	1.17	5.5	1	0	9.8	yellow	credit card	Upper East Side South	Central Park	Manhattan	Manhattan
3/17/2019 10:52	3/17/2019 11:44	1	9.15	39	8.46	0	50.76	yellow	credit card	Financial District South	Central Park	Manhattan	Manhattan
3/19/2019 14:40	3/19/2019 14:45	2	0.7	5.5	1.76	0	10.56	yellow	credit card	Midtown North	Lincoln Square East	Manhattan	Manhattan
3/29/2019 17:50	3/29/2019 18:10	1	1.54	12.5	0	0	16.8	yellow	cash	Kips Bay	Garment District	Manhattan	Manhattan
3/6/2019 20:24	3/6/2019 20:32	1	1.5	8	2.35	0	14.15	yellow	credit card	Lincoln Square East	Upper West Side North	Manhattan	Manhattan
3/7/2019 19:33	3/7/2019 19:45	2	1.39	9	1.5	0	14.8	yellow	credit card	Midtown North	Clinton East	Manhattan	Manhattan
3/4/2019 14:17	3/4/2019 14:17	1	0	2.5	0	0	3.3	yellow	cash	JFK Airport	JFK Airport	Queens	Queens
3/24/2019 20:37	3/24/2019 20:58	2	6.2	22	5.16	0	30.96	yellow	credit card	Midtown East	Battery Park City	Manhattan	Manhattan
3/11/2019 15:16	3/11/2019 15:26	1	1.14	7.5	0	0	10.8	yellow	cash	Garment District	Midtown Center	Manhattan	Manhattan
3/13/2019 14:56	3/13/2019 15:14	1	2.3	13	3.25	0	19.55	yellow	credit card	Greenwich Village North	Midtown North	Manhattan	Manhattan
3/21/2019 18:08	3/21/2019 18:33	1	2.15	16	4.06	0	24.36	yellow	credit card	Kips Bay	Midtown North	Manhattan	Manhattan
3/8/2019 20:13	3/8/2019 20:31	1	1.46	11.5	0	0	13.3	yellow	credit card	Greenwich Village North	East Chelsea	Manhattan	Manhattan
3/6/2019 9:35	3/6/2019 9:40	2	1	6	0.93	0	10.23	yellow	credit card	Midtown South	Greenwich Village North	Manhattan	Manhattan
3/23/2019 18:35	3/23/2019 18:45	1	1.5	8	0	0	8.8	yellow	cash	Astoria	Astoria	Queens	Queens
3/13/2019 12:46	3/13/2019 13:00	1	1.6	10	1.1	0	14.4	yellow	credit card	Union Sq	East Village	Manhattan	Manhattan
3/10/2019 1:43	3/10/2019 1:45	1	0.37	3.5	0	0	4.8	yellow	cash	JFK Airport	JFK Airport	Queens	Queens
3/24/2019 19:36	3/24/2019 19:49	1	2.6	11.5	2.95	0	17.75	yellow	credit card	Greenwich Village North	Battery Park City	Manhattan	Manhattan
3/5/2019 20:17	3/5/2019 20:35	1	4.2	16	0	0	19.8	yellow	cash	Penn Station/Madison Sq West	Battery Park City	Manhattan	Manhattan
3/21/2019 10:15	3/21/2019 10:28	1	0.97	9.5	0	0	12.8	yellow	cash	Midtown North	Murray Hill	Manhattan	Manhattan
3/10/2019 12:19	3/10/2019 12:49	1	5.06	22	0	0	25.3	yellow	cash	TriBeCa/Civic Center	UN/Turtle Bay South	Manhattan	Manhattan
3/10/2019 0:20	3/10/2019 0:25	1	0.7	5	2.2	0	11	yellow	credit card	East Village	East Village	Manhattan	Manhattan
3/20/2019 16:20	3/20/2019 16:26	5	0.74	6	1.03	0	11.33	yellow	credit card	Lincoln Square West	Lincoln Square West	Manhattan	Manhattan
3/18/2019 7:11	3/18/2019 8:11	0	16.8	52	10	5.76	68.56	yellow	credit card	JFK Airport	East Harlem South	Queens	Manhattan
3/30/2019 12:55	3/30/2019 13:03	1	1.2	7.5	0	0	10.8	yellow	cash	Clinton East	East Chelsea	Manhattan	Manhattan
3/28/2019 14:20	3/28/2019 14:31	1	1.2	9	2.46	0	14.76	yellow	credit card	Sutton Place/Turtle Bay North	Murray Hill	Manhattan	Manhattan
3/9/2019 14:49	3/9/2019 15:28	1	2.25	21.5	0	0	24.8	yellow	cash	Penn Station/Madison Sq West	Union Sq	Manhattan	Manhattan
3/20/2019 18:55	3/20/2019 19:09	1	2	11	3.05	0	18.35	yellow	credit card	Midtown East	Lincoln Square East	Manhattan	Manhattan
3/22/2019 14:02	3/22/2019 14:29	1	1.5	16	3.85	0	23.15	yellow	credit card	Times Sq/Theatre District	Midtown South	Manhattan	Manhattan
3/9/2019 22:34	3/9/2019 22:43	1	1.79	8.5	0	0	12.3	yellow	cash	Upper East Side South	Upper West Side North	Manhattan	Manhattan
3/7/2019 18:29	3/7/2019 18:47	1	2.11	13	3.46	0	20.76	yellow	credit card	Morningside Heights	Lincoln Square East	Manhattan	Manhattan
3/30/2019 1:00	3/30/2019 1:29	1	10.2	32.5	7.25	0	43.55	yellow	credit card	Yorkville West	Prospect Heights	Manhattan	Brooklyn
3/13/2019 16:20	3/13/2019 16:27	6	1.22	7.5	2.36	0	14.16	yellow	credit card	Battery Park City	Financial District North	Manhattan	Manhattan
3/13/2019 9:54	3/13/2019 10:18	1	6.49	22.5	6.45	0	32.25	yellow	credit card	Midtown South	Morningside Heights	Manhattan	Manhattan
3/22/2019 15:02	3/22/2019 15:35	1	10.09	31	8.01	5.76	48.07	yellow	credit card	LaGuardia Airport	Midtown Center	Queens	Manhattan
3/10/2019 9:33	3/10/2019 9:52	1	13.4	52	11.7	5.76	70.26	yellow	credit card				
3/29/2019 6:57	3/29/2019 7:08	1	1.3	9	2.45	0	14.75	yellow	credit card	Midtown East	Kips Bay	Manhattan	Manhattan
3/7/2019 9:55	3/7/2019 10:31	6	4.18	22.5	0	0	25.8	yellow	cash	Times Sq/Theatre District	Little Italy/NoLiTa	Manhattan	Manhattan
3/5/2019 21:08	3/5/2019 21:21	1	2	10	5	0	18.8	yellow	credit card	Times Sq/Theatre District	Lenox Hill West	Manhattan	Manhattan
3/12/2019 19:09	3/12/2019 19:20	1	0.9	8.5	1.92	0	14.72	yellow	credit card	Times Sq/Theatre District		Manhattan	
3/21/2019 19:44	3/21/2019 20:02	1	1.13	11.5	3.16	0	18.96	yellow	credit card	Penn Station/Madison Sq West	Gramercy	Manhattan	Manhattan
3/25/2019 16:59	3/25/2019 17:10	1	2	10	2.85	0	17.15	yellow	credit card	Upper East Side South	Upper West Side South	Manhattan	Manhattan
3/20/2019 11:21	3/20/2019 11:47	5	2.76	16.5	3.96	0	23.76	yellow	credit card	Upper East Side North	Times Sq/Theatre District	Manhattan	Manhattan
3/25/2019 15:54	3/25/2019 15:58	1	0.49	4.5	1	0	8.8	yellow	credit card	Yorkville East	Yorkville West	Manhattan	Manhattan
3/5/2019 13:20	3/5/2019 13:47	4	4.71	20	4.66	0	27.96	yellow	credit card	West Village	Yorkville East	Manhattan	Manhattan
3/5/2019 21:20	3/5/2019 21:35	1	6.96	20.5	0	0	21.8	yellow	cash	LaGuardia Airport	Richmond Hill	Queens	Queens
3/3/2019 14:15	3/3/2019 14:24	1	2.3	9.5	0	0	12.8	yellow	cash	World Trade Center	West Village	Manhattan	Manhattan
3/18/2019 16:18	3/18/2019 16:26	1	0.8	6	0	0	10.3	yellow	cash	Midtown Center	Midtown East	Manhattan	Manhattan
3/17/2019 18:00	3/17/2019 18:10	1	1.61	8.5	1.77	0	13.57	yellow	credit card	Morningside Heights	Upper West Side South	Manhattan	Manhattan
3/27/2019 6:25	3/27/2019 6:29	1	1.6	6.5	0	0	7.3	yellow	credit card	Morningside Heights	Upper West Side North	Manhattan	Manhattan
3/6/2019 21:26	3/6/2019 21:34	1	1.5	7.5	1.7	0	13	yellow	credit card	Times Sq/Theatre District	Midtown South	Manhattan	Manhattan
3/30/2019 0:43	3/30/2019 0:54	1	2.13	9.5	2.66	0	15.96	yellow	credit card	East Village	Murray Hill	Manhattan	Manhattan
3/10/2019 9:30	3/10/2019 9:35	2	1.3	6.5	0	0	9.8	yellow	cash	UN/Turtle Bay South	Gramercy	Manhattan	Manhattan
3/11/2019 15:21	3/11/2019 15:36	1	2.07	11.5	2.22	0	17.02	yellow	credit card	Midtown North	Gramercy	Manhattan	Manhattan
3/13/2019 13:55	3/13/2019 14:00	1	0.3	4.5	1.55	0	9.35	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
3/16/2019 22:13	3/16/2019 22:23	1	1	7.5	2.8	0	14.1	yellow	credit card	Midtown South	Clinton East	Manhattan	Manhattan
3/24/2019 11:48	3/24/2019 12:04	1	0.97	10.5	0	0	13.8	yellow	cash	Murray Hill	Garment District	Manhattan	Manhattan
3/8/2019 18:59	3/8/2019 19:13	1	1.79	10.5	2.96	0	17.76	yellow	credit card	Gramercy	Lower East Side	Manhattan	Manhattan
3/6/2019 8:32	3/6/2019 8:43	1	1.27	8.5	2.36	0	14.16	yellow	credit card	Lincoln Square East	Clinton West	Manhattan	Manhattan
3/22/2019 17:34	3/22/2019 17:53	1	3.5	15.5	4.95	0	24.75	yellow	credit card	Greenwich Village North	Boerum Hill	Manhattan	Brooklyn
3/12/2019 7:55	3/12/2019 8:11	1	1.79	11.5	3.7	0	18.5	yellow	credit card	UN/Turtle Bay South	Penn Station/Madison Sq West	Manhattan	Manhattan
3/8/2019 17:55	3/8/2019 18:02	1	1.1	7	1	0	12.3	yellow	credit card	Upper West Side North	Upper West Side South	Manhattan	Manhattan
3/26/2019 22:43	3/26/2019 22:50	1	1.03	6.5	2.06	0	12.36	yellow	credit card	SoHo	Greenwich Village North	Manhattan	Manhattan
3/26/2019 14:43	3/26/2019 15:06	5	10.22	29	5	5.76	43.06	yellow	credit card	Midtown East	LaGuardia Airport	Manhattan	Queens
3/23/2019 14:53	3/23/2019 15:18	1	3.1	17	4.05	0	24.35	yellow	credit card	Murray Hill	Meatpacking/West Village West	Manhattan	Manhattan
3/19/2019 21:01	3/19/2019 21:04	1	0.8	4.5	0	0	8.3	yellow	cash	Lincoln Square East	Lincoln Square West	Manhattan	Manhattan
3/23/2019 14:35	3/23/2019 15:12	1	16.7	52	12.17	5.54	73.01	yellow	credit card	Midtown East	JFK Airport	Manhattan	Queens
3/28/2019 14:48	3/28/2019 15:06	1	2.69	13.5	3.36	0	20.16	yellow	credit card	UN/Turtle Bay South	Lincoln Square East	Manhattan	Manhattan
3/15/2019 14:18	3/15/2019 14:58	1	9.26	32	0	0	35.3	yellow	cash	LaGuardia Airport	Lower East Side	Queens	Manhattan
3/3/2019 7:48	3/3/2019 7:53	1	1.57	7	0	0	10.3	yellow	cash	Union Sq	Times Sq/Theatre District	Manhattan	Manhattan
3/22/2019 6:42	3/22/2019 6:46	1	0.68	5	0	0	8.3	yellow	cash	Murray Hill	Garment District	Manhattan	Manhattan
3/12/2019 16:39	3/12/2019 16:46	1	0.6	6	0	0	10.3	yellow	cash	Times Sq/Theatre District	Garment District	Manhattan	Manhattan
3/7/2019 19:20	3/7/2019 20:07	1	17.86	52	6.66	0	66.46	yellow	credit card	JFK Airport	Lower East Side	Queens	Manhattan
3/20/2019 21:22	3/20/2019 21:49	1	5.7	21.5	0	0	22.8	yellow	credit card	East Harlem South	Mount Hope	Manhattan	Bronx
3/19/2019 5:35	3/19/2019 6:10	6	14.54	42	8.66	0	51.96	yellow	credit card	JFK Airport	Clinton Hill	Queens	Brooklyn
3/5/2019 13:26	3/5/2019 13:34	1	1	6.5	1	0	10.8	yellow	credit card	Upper East Side South	Lenox Hill West	Manhattan	Manhattan
3/4/2019 17:22	3/4/2019 17:49	1	10.02	30.5	6.46	0	38.76	yellow	credit card	JFK Airport	Bushwick North	Queens	Brooklyn
3/18/2019 15:13	3/18/2019 15:18	1	0.8	5.5	0	0	8.8	yellow	cash	Upper East Side South	Upper East Side North	Manhattan	Manhattan
3/16/2019 20:13	3/16/2019 20:24	1	2.18	9.5	2	0	15.3	yellow	credit card	Lenox Hill West	East Harlem South	Manhattan	Manhattan
3/25/2019 19:33	3/25/2019 19:39	1	1.2	6.5	2.15	0	12.95	yellow	credit card	Upper West Side South	Upper East Side North	Manhattan	Manhattan
3/27/2019 21:30	3/27/2019 21:34	1	0.7	5	0	0	8.8	yellow	cash	Upper East Side South	Lenox Hill West	Manhattan	Manhattan
3/23/2019 9:47	3/23/2019 9:58	1	1.54	9	2.46	0	14.76	yellow	credit card	West Village	Little Italy/NoLiTa	Manhattan	Manhattan
3/13/2019 16:51	3/13/2019 17:04	1	0.6	8.5	2.55	0	15.35	yellow	credit card	West Chelsea/Hudson Yards	Clinton East	Manhattan	Manhattan
3/30/2019 9:49	3/30/2019 9:53	1	1.01	5.5	1.76	0	10.56	yellow	credit card	Yorkville East	Lenox Hill East	Manhattan	Manhattan
3/8/2019 23:32	3/8/2019 23:36	1	1.7	6.5	0	0	10.3	yellow	cash	Upper East Side North	East Harlem South	Manhattan	Manhattan
3/14/2019 16:48	3/14/2019 16:53	1	0.66	5	1	0	10.3	yellow	credit card	Lincoln Square West	Lincoln Square West	Manhattan	Manhattan
3/8/2019 23:12	3/8/2019 23:17	2	1.15	6	0	0	9.8	yellow	credit card	East Chelsea	Times Sq/Theatre District	Manhattan	Manhattan
3/16/2019 8:32	3/16/2019 8:41	1	1.5	8	2.25	0	13.55	yellow	credit card	Lenox Hill East	Upper East Side North	Manhattan	Manhattan
3/25/2019 19:05	3/25/2019 19:20	6	2.13	11.5	2	0	17.8	yellow	credit card	Gramercy	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/24/2019 14:16	3/24/2019 14:23	1	0.7	5.5	0	0	8.8	yellow	cash	Clinton East	Penn Station/Madison Sq West	Manhattan	Manhattan
3/8/2019 11:05	3/8/2019 11:14	1	1.1	7.5	2.16	0	12.96	yellow	credit card	Penn Station/Madison Sq West	Union Sq	Manhattan	Manhattan
3/1/2019 20:05	3/1/2019 20:12	0	1.5	7.5	2.15	0	12.95	yellow	credit card	Lenox Hill West	Upper West Side South	Manhattan	Manhattan
3/2/2019 20:16	3/2/2019 20:32	1	1.52	11	2	0	16.8	yellow	credit card	East Village	West Village	Manhattan	Manhattan
3/1/2019 23:17	3/1/2019 23:31	2	1.56	10	0	0	13.8	yellow	cash	Greenwich Village North	Midtown South	Manhattan	Manhattan
3/1/2019 19:26	3/1/2019 19:34	2	0.88	6	1	0	11.3	yellow	credit card	Times Sq/Theatre District	Clinton West	Manhattan	Manhattan
3/23/2019 12:30	3/23/2019 13:04	1	8.26	23.32	0	0	23.62	yellow	credit card	East Flatbush/Farragut	East New York	Brooklyn	Brooklyn
3/20/2019 13:42	3/20/2019 13:50	1	0.9	6.5	0	0	9.8	yellow	cash	Lenox Hill East	Upper East Side South	Manhattan	Manhattan
3/16/2019 19:28	3/16/2019 19:48	1	3.54	15.5	4.7	0	23.5	yellow	credit card	Yorkville East	Clinton East	Manhattan	Manhattan
3/5/2019 22:52	3/5/2019 22:54	1	0.4	3.5	0	0	4.8	yellow	cash	Astoria	Astoria	Queens	Queens
3/31/2019 9:34	3/31/2019 9:45	3	1.92	9.5	2.56	0	15.36	yellow	credit card	TriBeCa/Civic Center	East Village	Manhattan	Manhattan
3/12/2019 21:07	3/12/2019 21:18	1	2.35	10.5	0	0	14.3	yellow	cash	Central Park	Clinton East	Manhattan	Manhattan
3/9/2019 18:43	3/9/2019 18:51	2	0.9	6.5	0	0	9.8	yellow	cash	Clinton East	Midtown East	Manhattan	Manhattan
3/25/2019 14:10	3/25/2019 14:11	1	0.45	3.5	0	0	6.8	yellow	cash	Upper East Side North	Upper East Side North	Manhattan	Manhattan
3/12/2019 12:52	3/12/2019 13:03	1	5.12	15.5	0	0	16.3	yellow	cash	Elmhurst	Briarwood/Jamaica Hills	Queens	Queens
3/22/2019 14:57	3/22/2019 15:22	1	9.28	28.5	0	0	29.3	yellow	cash	JFK Airport	Canarsie	Queens	Brooklyn
3/21/2019 20:31	3/21/2019 20:40	1	0.87	7	2.16	0	12.96	yellow	credit card	Greenwich Village North	East Village	Manhattan	Manhattan
3/13/2019 15:11	3/13/2019 15:56	1	10.64	38	14.12	5.76	61.18	yellow	credit card	Lincoln Square East	LaGuardia Airport	Manhattan	Queens
3/12/2019 12:24	3/12/2019 12:39	1	1.6	10.5	2	0	15.8	yellow	credit card	Upper East Side North	Upper East Side South	Manhattan	Manhattan
3/16/2019 14:37	3/16/2019 14:42	3	0.5	5	1.24	0	9.54	yellow	credit card	East Village	East Village	Manhattan	Manhattan
3/29/2019 22:10	3/29/2019 22:36	1	15	52	12.2	5.76	73.26	yellow	credit card	JFK Airport	Gramercy	Queens	Manhattan
3/11/2019 0:55	3/11/2019 1:11	1	4.93	17	0	0	20.8	yellow	cash	Lower East Side	Gowanus	Manhattan	Brooklyn
3/19/2019 7:02	3/19/2019 7:10	1	1.15	7	0	0	10.3	yellow	cash	Yorkville West	East Harlem South	Manhattan	Manhattan
3/13/2019 13:11	3/13/2019 13:14	1	0.2	4	1.45	0	8.75	yellow	credit card	Union Sq	Union Sq	Manhattan	Manhattan
3/15/2019 1:53	3/15/2019 2:13	3	10.2	29	9.02	5.76	45.08	yellow	credit card	LaGuardia Airport	Washington Heights North	Queens	Manhattan
3/8/2019 8:25	3/8/2019 8:31	2	0.65	5.5	0	0	6.3	yellow	cash	Central Harlem	Central Harlem	Manhattan	Manhattan
3/13/2019 10:14	3/13/2019 10:17	1	0.49	4	0	0	4.8	yellow	credit card	East Harlem South	East Harlem South	Manhattan	Manhattan
3/24/2019 18:55	3/24/2019 19:17	1	7.4	24	6.61	5.76	39.67	yellow	credit card	LaGuardia Airport	Yorkville West	Queens	Manhattan
3/13/2019 15:15	3/13/2019 15:32	2	1.64	11.5	0	0	14.8	yellow	cash	Upper East Side North	Lenox Hill West	Manhattan	Manhattan
3/28/2019 20:25	3/28/2019 20:35	4	1.71	9	1	0	13.8	yellow	credit card	Upper East Side North	Central Park	Manhattan	Manhattan
3/26/2019 8:02	3/26/2019 8:35	1	9.49	31	6.36	0	38.16	yellow	credit card	LaGuardia Airport	Long Island City/Hunters Point	Queens	Queens
3/30/2019 3:52	3/30/2019 3:58	2	0.9	6	1	0	10.8	yellow	credit card	Greenwich Village South	SoHo	Manhattan	Manhattan
3/9/2019 11:44	3/9/2019 11:54	1	1.96	9	0	0	12.3	yellow	cash	Yorkville West	Upper East Side South	Manhattan	Manhattan
3/1/2019 10:39	3/1/2019 11:01	4	1.46	13.5	3.36	0	20.16	yellow	credit card	Times Sq/Theatre District	Midtown East	Manhattan	Manhattan
3/6/2019 9:29	3/6/2019 9:40	1	1.09	8.5	2.36	0	14.16	yellow	credit card	Upper East Side South	Midtown North	Manhattan	Manhattan
3/19/2019 23:16	3/19/2019 23:20	1	0.6	5	1.75	0	10.55	yellow	credit card	Gramercy	Kips Bay	Manhattan	Manhattan
3/12/2019 14:17	3/12/2019 14:20	1	0.61	4	1.46	0	8.76	yellow	credit card	Murray Hill	Murray Hill	Manhattan	Manhattan
3/23/2019 9:59	3/23/2019 10:10	1	2.16	10	2.66	0	15.96	yellow	credit card	Lincoln Square East	Midtown South	Manhattan	Manhattan
3/23/2019 22:03	3/23/2019 22:08	1	0.67	5	2	0	10.8	yellow	credit card	Union Sq	Midtown South	Manhattan	Manhattan
3/27/2019 13:52	3/27/2019 14:05	2	2.23	11	2.86	0	17.16	yellow	credit card	Upper East Side South	Upper West Side North	Manhattan	Manhattan
3/17/2019 17:15	3/17/2019 17:31	1	2.7	13	3	0	19.3	yellow	credit card	Upper West Side North	Upper East Side South	Manhattan	Manhattan
3/6/2019 8:11	3/6/2019 8:27	2	2.73	12.5	3.16	0	18.96	yellow	credit card	Hudson Sq	Midtown Center	Manhattan	Manhattan
3/5/2019 13:30	3/5/2019 13:47	5	2.51	13	0	0	16.3	yellow	cash	Lenox Hill East	Upper West Side South	Manhattan	Manhattan
3/4/2019 8:43	3/4/2019 8:56	1	1.56	9.5	0	0	12.8	yellow	cash	Penn Station/Madison Sq West	Midtown Center	Manhattan	Manhattan
3/23/2019 0:38	3/23/2019 0:44	1	1.3	6.5	1	0	11.3	yellow	credit card	West Village	East Chelsea	Manhattan	Manhattan
3/8/2019 15:41	3/8/2019 15:41	1	0	2.5	0	0	5.8	yellow		Hudson Sq	Hudson Sq	Manhattan	Manhattan
3/4/2019 17:07	3/4/2019 17:12	2	0.83	5.5	0	0	9.8	yellow	cash	Lenox Hill East	Lenox Hill West	Manhattan	Manhattan
3/7/2019 13:47	3/7/2019 13:56	1	1.58	8.5	2.36	0	14.16	yellow	credit card	Lenox Hill West	Yorkville East	Manhattan	Manhattan
3/24/2019 13:40	3/24/2019 13:47	2	1.1	6.5	1	0	10.8	yellow	credit card	Clinton East	Clinton West	Manhattan	Manhattan
3/23/2019 14:59	3/23/2019 15:14	5	2.5	11.5	0	0	14.8	yellow	cash	Chinatown	DUMBO/Vinegar Hill	Manhattan	Brooklyn
3/10/2019 23:00	3/10/2019 23:13	1	3.23	12	3.95	0	19.75	yellow	credit card	Clinton East	Yorkville West	Manhattan	Manhattan
3/1/2019 7:27	3/1/2019 7:41	1	2.14	11	0	0	14.3	yellow	cash	East Chelsea	UN/Turtle Bay South	Manhattan	Manhattan
3/1/2019 18:02	3/1/2019 18:43	1	4.89	26	0	0	27.8	yellow	credit card	East Concourse/Concourse Village	Westchester Village/Unionport	Bronx	Bronx
3/29/2019 23:11	3/29/2019 23:29	2	10	28.5	5.95	0	35.75	yellow	credit card	JFK Airport	Queens Village	Queens	Queens
3/1/2019 18:18	3/1/2019 18:25	2	0.64	6	2.06	0	12.36	yellow	credit card	Midtown Center	UN/Turtle Bay South	Manhattan	Manhattan
3/9/2019 18:58	3/9/2019 19:07	1	1.35	8	0	0	11.3	yellow	cash	Midtown North	Clinton East	Manhattan	Manhattan
3/8/2019 9:46	3/8/2019 10:25	1	17.09	49.5	0	5.76	56.06	yellow	credit card	Boerum Hill	Soundview/Castle Hill	Brooklyn	Bronx
3/24/2019 3:33	3/24/2019 3:34	1	0.31	3	1.36	0	8.16	yellow	credit card	East Village	East Village	Manhattan	Manhattan
3/1/2019 7:25	3/1/2019 7:37	0	3.1	11.5	3.65	0	15.95	yellow	credit card	Hamilton Heights	Manhattan Valley	Manhattan	Manhattan
3/7/2019 18:56	3/7/2019 19:19	1	4.1	18.5	0	0	22.8	yellow	cash	Park Slope	East Village	Brooklyn	Manhattan
3/16/2019 1:19	3/16/2019 1:44	2	5.52	20.5	0	0	24.3	yellow	cash	Sutton Place/Turtle Bay North	Woodside	Manhattan	Queens
3/8/2019 18:56	3/8/2019 19:01	1	0.53	5	0	0	9.3	yellow	cash	Penn Station/Madison Sq West	Midtown South	Manhattan	Manhattan
3/21/2019 8:31	3/21/2019 8:47	1	3.13	12.5	2	0	17.8	yellow	credit card	Yorkville East	Kips Bay	Manhattan	Manhattan
3/11/2019 20:50	3/11/2019 20:58	3	1.99	8.5	0	0	12.3	yellow	cash	Midtown Center	Upper East Side North	Manhattan	Manhattan
3/31/2019 0:46	3/31/2019 1:09	2	4.23	18.5	0	0	22.3	yellow	cash	Park Slope	Gramercy	Brooklyn	Manhattan
3/19/2019 16:06	3/19/2019 16:09	1	0.34	4	2.08	0	10.38	yellow	credit card	Murray Hill	Murray Hill	Manhattan	Manhattan
3/7/2019 14:30	3/7/2019 14:42	1	1.24	9	1	0	13.3	yellow	credit card	UN/Turtle Bay South	Upper East Side South	Manhattan	Manhattan
3/22/2019 17:53	3/22/2019 18:00	2	1.37	7	1.5	0	12.8	yellow	credit card	Upper West Side South	Upper West Side North	Manhattan	Manhattan
3/29/2019 7:52	3/29/2019 8:02	1	0.9	5.5	1.76	0	10.56	yellow	credit card	Yorkville East		Manhattan	
3/15/2019 13:01	3/15/2019 13:10	1	1.42	8	2.03	0	13.33	yellow	credit card	Kips Bay	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/1/2019 21:46	3/1/2019 22:08	2	4.1	17	1	0	21.8	yellow	credit card	West Village	Williamsburg (North Side)	Manhattan	Brooklyn
3/5/2019 17:20	3/5/2019 17:29	1	1.6	8	2.45	0	14.75	yellow	credit card	Clinton East	Upper West Side South	Manhattan	Manhattan
3/15/2019 16:03	3/15/2019 16:13	1	1.76	8.5	1.5	0	14.3	yellow	credit card	SoHo	East Chelsea	Manhattan	Manhattan
3/19/2019 7:51	3/19/2019 8:03	1	2.1	10.5	1	0	14.8	yellow	credit card	Upper East Side North	Lincoln Square West	Manhattan	Manhattan
3/6/2019 15:23	3/6/2019 15:30	1	1.4	7	2.05	0	12.35	yellow	credit card	Midtown North	Lenox Hill West	Manhattan	Manhattan
3/20/2019 23:16	3/20/2019 23:22	1	0.98	6	0	0	9.8	yellow	cash	Upper East Side South	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/30/2019 19:11	3/30/2019 19:18	1	0.8	6	0	0	9.3	yellow	cash	Midtown East	Times Sq/Theatre District	Manhattan	Manhattan
3/28/2019 14:56	3/28/2019 15:07	1	1.3	8	2.26	0	13.56	yellow	credit card	UN/Turtle Bay South	Gramercy	Manhattan	Manhattan
3/19/2019 17:06	3/19/2019 17:32	1	3.5	18	0	0	22.3	yellow	cash	Midtown South	Yorkville East	Manhattan	Manhattan
3/23/2019 17:22	3/23/2019 17:33	1	1.17	8.5	0	0	11.8	yellow	cash	East Chelsea	Garment District	Manhattan	Manhattan
3/5/2019 17:42	3/5/2019 17:48	1	0.67	5.5	0	0	9.8	yellow	cash	Greenwich Village North	East Village	Manhattan	Manhattan
3/29/2019 8:35	3/29/2019 8:59	5	2.78	16	3.86	0	23.16	yellow	credit card	Lincoln Square West	Midtown East	Manhattan	Manhattan
